ID,Tweet,Affect Dimension,Intensity Class,Intensity,Clean_Tweet_Cased,Clean_Tweet
2017-En-11109,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter. ,anger,3: high amount of anger can be inferred,3,Got a $20 tip from a drunk Uber passenger. Today I get a $25 parking ticket. I'd blame karma but my dumb ass forgot to pay the meter.,got a $20 tip from a drunk uber passenger. today i get a $25 parking ticket. i'd blame karma but my dumb ass forgot to pay the meter.
2017-En-10627,Congress acting indignant over the  #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,anger,1: low amount of anger can be inferred,1,Congress acting indignant over the EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!,congress acting indignant over the epipen pricing is quite disingenuous since they craft the laws that allow such gouging!!
2017-En-10780,@leener00 @libbyfloyd1 @G_Eazy my snap is andriaprebles ❤️,anger,0: no anger can be inferred,0,my snap is andriaprebles red_heart,my snap is andriaprebles red_heart
2017-En-11304,Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy,anger,3: high amount of anger can be inferred,3,Get to the gym and discover I forgot to put my gym shoes back in my bad face_with_steam_from_nose rage wwhhyyy,get to the gym and discover i forgot to put my gym shoes back in my bad face_with_steam_from_nose rage wwhhyyy
2017-En-10431,@JohnKerry can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants #Aleppo #Syria,anger,2: moderate amount of anger can be inferred,2,can be as indignant as he wants but the world knows Obama will do nothing and Putin will just do what he wants Aleppo Syria,can be as indignant as he wants but the world knows obama will do nothing and putin will just do what he wants aleppo syria
2017-En-10492,the teams that face Barca and Bayern after a defeat are the ones who face the wrath,anger,1: low amount of anger can be inferred,1,the teams that face Barca and Bayern after a defeat are the ones who face the wrath,the teams that face barca and bayern after a defeat are the ones who face the wrath
2017-En-11501,dammit @TMobile whays going on!!! 😤😤😤😤 lol  #smh #mobilefails,anger,3: high amount of anger can be inferred,3,dammit whays going on!!! face_with_steam_from_noseface_with_steam_from_noseface_with_steam_from_noseface_with_steam_from_nose lol smh mobilefails,dammit whays going on!!! face_with_steam_from_noseface_with_steam_from_noseface_with_steam_from_noseface_with_steam_from_nose lol smh mobilefails
2017-En-11277,@itgoeszaysway ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...,anger,1: low amount of anger can be inferred,1,ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...,ok but his identity was revealed and he's black so educate yourself and don't insult people when they state facts lol...
2017-En-10094,"@leesyatt you are a cruel, cruel man. #therewillbeblood ",anger,3: high amount of anger can be inferred,3,"you are a cruel, cruel man. therewillbeblood","you are a cruel, cruel man. therewillbeblood"
2017-En-11370,Bon on allume madden,anger,0: no anger can be inferred,0,Bon on allume madden,bon on allume madden
2017-En-11299,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver #revenge,anger,1: low amount of anger can be inferred,1,Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver revenge,another l on the board we just cannot match up on paper with these teams at the moment and its showing on the field. onto denver revenge
2017-En-10759,The best revenge is massive success.,anger,0: no anger can be inferred,0,The best revenge is massive success.,the best revenge is massive success.
2017-En-11521,Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG,anger,0: no anger can be inferred,0,Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman wHYaNEWG,undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman whyanewg
2017-En-10043,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep #pissed  #upset #tired #sad #tired #hangry ######,anger,3: high amount of anger can be inferred,3,so ef whichever butt wipe pulled the fire alarm in davis bc I was sound asleep pissed upset tired sad tired hangry,so ef whichever butt wipe pulled the fire alarm in davis bc i was sound asleep pissed upset tired sad tired hangry
2017-En-10609,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits 🔥🔥🔥,anger,1: low amount of anger can be inferred,1,I've been wanting salty fries from McDonald's since yesterday and I'm burning my fingers eating them bc these shits firefirefire,i've been wanting salty fries from mcdonald's since yesterday and i'm burning my fingers eating them bc these shits firefirefire
2017-En-10394,🔥Anger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.🔥 #anger \n\n~Mark Twain,anger,2: moderate amount of anger can be inferred,2,fireAnger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.fire anger \n\n~Mark Twain,fireanger is the acid that can do more harm to the vessel in which it is stored than to anything on which it is poured.fire anger \n\n~mark twain
2017-En-10867,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger,3: high amount of anger can be inferred,3,"can you please not have Canadian players play US players, that lag is atrocious. fixthisgame trash sfvrefund","can you please not have canadian players play us players, that lag is atrocious. fixthisgame trash sfvrefund"
2017-En-11371,@omgitsbrittanyy @WittLowry u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol 🖕🏻,anger,3: high amount of anger can be inferred,3,u probably irritate the shit out of him always talking to him. He could probably give 2 shits about u lol middle_finger_light_skin_tone,u probably irritate the shit out of him always talking to him. he could probably give 2 shits about u lol middle_finger_light_skin_tone
2017-En-10093,Your twitter picture just makes me fume.,anger,3: high amount of anger can be inferred,3,Your twitter picture just makes me fume.,your twitter picture just makes me fume.
2017-En-10384,"@SiobhanSynnot  Oh, good God. Quentin Letts is doing one of his 'comedy' turns. #angry @bbcthisweek @afneil #BBCTW",anger,2: moderate amount of anger can be inferred,2,"Oh, good God. Quentin Letts is doing one of his 'comedy' turns. angry BBCTW","oh, good god. quentin letts is doing one of his 'comedy' turns. angry bbctw"
2017-En-11048,#Scorpio always seek revenge!,anger,2: moderate amount of anger can be inferred,2,Scorpio always seek revenge!,scorpio always seek revenge!
2017-En-11584,@cameronNewton #colinkaepernick protests because of the unjust murder of #keithlamontscott in North Carolina #injustice #outrage #speakout,anger,2: moderate amount of anger can be inferred,2,colinkaepernick protests because of the unjust murder of keithlamontscott in North Carolina injustice outrage speakout,colinkaepernick protests because of the unjust murder of keithlamontscott in north carolina injustice outrage speakout
2017-En-40568,Standard Candice starting the show with a pout #startasyoumeantogoon #GBBO,anger,0: no anger can be inferred,0,Standard Candice starting the show with a pout startasyoumeantogoon GBBO,standard candice starting the show with a pout startasyoumeantogoon gbbo
2017-En-11382,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now ,anger,2: moderate amount of anger can be inferred,2,very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now,very little frustrates me as much as misplacing something. been looking for my keys for 2 hours now
2017-En-41026,Candice's standing pout face aggravates me every week,anger,2: moderate amount of anger can be inferred,2,Candice's standing pout face aggravates me every week,candice's standing pout face aggravates me every week
2017-En-11303,"@UN_Women @JustinTrudeau @CanadianPM Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them",anger,2: moderate amount of anger can be inferred,2,"Trudeau endulging on outrage culture once again. Preaching issues ad hominem,but never quanitfying them","trudeau endulging on outrage culture once again. preaching issues ad hominem,but never quanitfying them"
